File	proportion
Nitrosococcus_oceani_ATCC_19707_uid58403	0.00278347
Treponema_denticola_ATCC_35405_uid57583	0.00275079
Riemerella_anatipestifer_DSM_15868_uid60727	0.00272156
Cellvibrio_japonicus_Ueda107_uid59139	0.00268
Buchnera_aphidicola_Bp__Baizongia_pistaciae__uid57827	0.0026378
Geobacter_bemidjiensis_Bem_uid58749	0.00260859
Methanocaldococcus_vulcanius_M7_uid41131	0.00251655
Amycolatopsis_mediterranei_U32_uid50565	0.00250207
Listeria_monocytogenes_serotype_4b_F2365_uid57689	0.00250009
Methanosarcina_barkeri_Fusaro_uid57715	0.00246326
Campylobacter_concisus_13826_uid58667	0.00240322
Atopobium_parvulum_DSM_20469_uid59195	0.00239764
Escherichia_coli_BW2952_uid59391	0.00237787
Acidobacterium_capsulatum_ATCC_51196_uid59127	0.00229084
Haemophilus_somnus_129PT_uid57929	0.00223891
Enterobacter_638_uid58727	0.00220893
Candidatus_Desulforudis_audaxviator_MP104C_uid59067	0.00220132
Treponema_pallidum_Nichols_uid57585	0.00216396
Azotobacter_vinelandii_DJ_uid57597	0.00215834
Desulfovibrio_aespoeensis_Aspo_2_uid42613	0.00208821
Candidatus_Zinderia_insecticola_CARI_uid52459	0.00208235
Desulfovibrio_vulgaris_Hildenborough_uid57645	0.00207287
Streptococcus_pneumoniae_G54_uid59167	0.00207234
Salmonella_bongori_NCTC_12419_uid70155	0.00204401
Nitrosopumilus_maritimus_SCM1_uid58903	0.00203579
Lactobacillus_acidophilus_30SC_uid63605	0.00203161
Rhodococcus_opacus_B4_uid13791	0.00201481
Vibrio_cholerae_MJ_1236_uid59387	0.00200475
Pseudoxanthomonas_suwonensis_11_1_uid62105	0.00200216
Aerococcus_urinae_ACS_120_V_Col10a_uid64757	0.00199213
Lawsonia_intracellularis_PHE_MN1_00_uid61575	0.00198916
Xanthomonas_oryzae_MAFF_311018_uid58547	0.00198733
Haloterrigena_turkmenica_DSM_5511_uid43501	0.00198034
Listeria_welshimeri_serovar_6b_SLCC5334_uid61605	0.00197751
Corynebacterium_variabile_DSM_44702_uid62003	0.00197537
Synechocystis_PCC_6803_uid57659	0.00194702
Thiobacillus_denitrificans_ATCC_25259_uid58189	0.00192621
Halorubrum_lacusprofundi_ATCC_49239_uid58807	0.00192211
Deinococcus_radiodurans_R1_uid57665	0.00191395
_Cellvibrio__gilvus_ATCC_13127_uid68143	0.00190344
Bartonella_henselae_Houston_1_uid57745	0.00189777
Methylobacterium_extorquens_DM4_uid61617	0.00187651
Wolbachia_endosymbiont_of_Drosophila_melanogaster_uid57851	0.00187211
Synechococcus_WH_8102_uid61581	0.00187184
Bradyrhizobium_japonicum_USDA_110_uid57599	0.00185472
Chlamydophila_pneumoniae_TW_183_uid57997	0.00184777
Rhodococcus_erythropolis_PR4_uid59019	0.001825
Campylobacter_fetus_82_40_uid58545	0.00182433
Campylobacter_jejuni_81116_uid58771	0.00180731
Streptococcus_thermophilus_LMG_18311_uid58219	0.00179333
Helicobacter_pylori_SJM180_uid53541	0.00178141
Escherichia_coli_O26_H11_11368_uid41021	0.00176967
Clostridiales_genomosp__BVAB3_UPII9_5_uid46219	0.00175091
Geobacter_FRC_32_uid58543	0.00173159
Spirosoma_linguale_DSM_74_uid43413	0.00172779
Alteromonas_macleodii__Deep_ecotype__uid58251	0.00172169
Thermoproteus_neutrophilus_V24Sta_uid58421	0.0017213
Thermotoga_RQ2_uid58935	0.00172104
halophilic_archaeon_DL31_uid72619	0.00170623
Haemophilus_somnus_2336_uid57979	0.0017061
Clostridium_botulinum_A_Hall_uid58931	0.00170427
Escherichia_coli_K_12_substr__MG1655_uid57779	0.00170105
Thermodesulfatator_indicus_DSM_15286_uid68285	0.00169096
Herbaspirillum_seropedicae_SmR1_uid50427	0.00168464
Pseudomonas_stutzeri_A1501_uid58641	0.0016513
Opitutus_terrae_PB90_1_uid58965	0.00163818
Lactobacillus_kefiranofaciens_ZW3_uid67985	0.00163547
Helicobacter_mustelae_12198_uid46647	0.00163125
Candidatus_Tremblaya_princeps_PCIT_uid68741	0.00161685
Syntrophomonas_wolfei_Goettingen_uid58179	0.00161474
Methylotenera_301_uid49469	0.00160485
Geobacillus_WCH70_uid59045	0.00158779
Hyperthermus_butylicus_DSM_5456_uid57755	0.001579
Listeria_monocytogenes_HCC23_uid59203	0.00157613
Methanococcoides_burtonii_DSM_6242_uid58023	0.00157347
Bacillus_cellulosilyticus_DSM_2522_uid43329	0.00157341
Yersinia_enterocolitica_palearctica_105_5R_r__uid63663	0.00155301
Rhodospirillum_centenum_SW_uid58805	0.00155252
Nitrobacter_hamburgensis_X14_uid58293	0.00154841
Alteromonas_SN2_uid67349	0.00154444
Acidimicrobium_ferrooxidans_DSM_10331_uid59215	0.00151655
Sanguibacter_keddieii_DSM_10542_uid40845	0.00151611
Gardnerella_vaginalis_ATCC_14019_uid55487	0.00151126
Ilyobacter_polytropus_DSM_2926_uid59769	0.00150814
Isosphaera_pallida_ATCC_43644_uid62207	0.00150492
Corynebacterium_kroppenstedtii_DSM_44385_uid59411	0.00149512
Microbacterium_testaceum_StLB037_uid62789	0.00148021
Pseudomonas_fluorescens_Pf_5_uid57937	0.00147707
Cronobacter_turicensis_z3032_uid40821	0.00147346
Nocardiopsis_dassonvillei_DSM_43111_uid49483	0.00146855
Escherichia_coli_HS_uid58393	0.001466
Campylobacter_jejuni_RM1221_uid57899	0.0014575
Geobacillus_Y412MC61_uid41171	0.00145738
Streptococcus_pasteurianus_ATCC_43144_uid68019	0.00145435
Leptospira_borgpetersenii_serovar_Hardjo_bovis_L550_uid58507	0.0014356
Anaerococcus_prevotii_DSM_20548_uid59219	0.00142871
Tropheryma_whipplei_TW08_27_uid57961	0.0014286
Verrucosispora_maris_AB_18_032_uid66297	0.00142735
Agrobacterium_vitis_S4_uid58249	0.00142312
Polymorphum_gilvum_SL003B_26A1_uid65447	0.0014205
Wolinella_succinogenes_DSM_1740_uid61591	0.00141848
Salmonella_enterica_serovar_Typhi_Ty2_uid57973	0.00141518
Staphylococcus_carnosus_TM300_uid59401	0.00141137
Streptococcus_pyogenes_SSI_1_uid57895	0.00140828
Pseudoalteromonas_atlantica_T6c_uid58283	0.00139988
Porphyromonas_gingivalis_TDC60_uid67407	0.00139403
Borrelia_burgdorferi_B31_uid57581	0.00139396
Syntrophobotulus_glycolicus_DSM_8271_uid63343	0.00138779
Picrophilus_torridus_DSM_9790_uid58041	0.00138543
Mycoplasma_penetrans_HF_2_uid57729	0.00137672
Erwinia_amylovora_ATCC_49946_uid46943	0.00137597
Ehrlichia_ruminantium_Welgevonden_uid58013	0.0013744
Halalkalicoccus_jeotgali_B3_uid50305	0.00137312
Methanothermus_fervidus_DSM_2088_uid60167	0.00136752
Xylella_fastidiosa_9a5c_uid57849	0.00136432
Thermodesulfobium_narugense_DSM_14796_uid66601	0.00136334
Methanohalophilus_mahii_DSM_5219_uid47313	0.0013629
Streptococcus_suis_P1_7_uid32235	0.00135956
Thermoanaerobacter_wiegelii_Rt8_B1_uid52581	0.00134726
Rickettsia_felis_URRWXCal2_uid58331	0.00134611
Herminiimonas_arsenicoxydans_uid58291	0.00134264
Blattabacterium__Blattella_germanica__Bge_uid41533	0.00133927
Methanocaldococcus_FS406_22_uid42499	0.00132708
Streptococcus_pyogenes_MGAS2096_uid58573	0.00132622
Candidatus_Sulcia_muelleri_CARI_uid52535	0.00132622
Geobacillus_C56_T3_uid49467	0.00131991
Desulfurobacterium_thermolithotrophum_DSM_11699_uid63405	0.0013191
Pyrococcus_horikoshii_OT3_uid57753	0.00131018
_Nostoc_azollae__0708_uid49725	0.0013088
Neisseria_gonorrhoeae_FA_1090_uid57611	0.00130518
Ralstonia_solanacearum_CFBP2957_uid50545	0.00130471
Ehrlichia_chaffeensis_Arkansas_uid57933	0.00129372
Aeromonas_salmonicida_A449_uid58631	0.00129303
Helicobacter_pylori_J99_uid57789	0.00128905
Lactobacillus_reuteri_JCM_1112_uid58875	0.00128772
Parvularcula_bermudensis_HTCC2503_uid51641	0.0012859
Methanoculleus_marisnigri_JR1_uid58561	0.00127441
Leuconostoc_citreum_KM20_uid58481	0.0012714
Mycoplasma_genitalium_G37_uid57707	0.00127008
Sulfurihydrogenibium_azorense_Az_Fu1_uid58121	0.00127
Streptococcus_pneumoniae_AP200_uid52453	0.00126932
Chlorobium_tepidum_TLS_uid57897	0.00126181
Methanothermobacter_marburgensis_Marburg_uid51637	0.00125688
Escherichia_coli_CFT073_uid57915	0.00125052
Lactobacillus_plantarum_WCFS1_uid62911	0.00124661
Veillonella_parvula_DSM_2008_uid41927	0.0012377
Beutenbergia_cavernae_DSM_12333_uid59047	0.00123635
Methanocorpusculum_labreanum_Z_uid58785	0.00123159
Caldicellulosiruptor_lactoaceticus_6A_uid60575	0.00122583
Methylobacillus_flagellatus_KT_uid58049	0.00122562
Mycobacterium_vanbaalenii_PYR_1_uid58463	0.00122312
Streptococcus_pneumoniae_TIGR4_uid57857	0.00121035
Geobacter_M18_uid55771	0.00120929
Staphylococcus_aureus_MW2_uid57903	0.00120641
Rickettsia_typhi_Wilmington_uid58063	0.00120552
Rhodopseudomonas_palustris_BisA53_uid58445	0.00120549
Lactobacillus_buchneri_NRRL_B_30929_uid66205	0.00119965
Streptococcus_mutans_NN2025_uid46353	0.00119964
Salmonella_enterica_serovar_Choleraesuis_SC_B67_uid58017	0.00118661
Chromohalobacter_salexigens_DSM_3043_uid62921	0.00118589
Haemophilus_parainfluenzae_T3T1_uid72801	0.00117954
Eggerthella_YY7918_uid68707	0.00117704
Streptococcus_oralis_Uo5_uid65449	0.0011769
Rhodospirillum_rubrum_ATCC_11170_uid57655	0.00117475
Mycoplasma_haemofelis_Langford_1_uid62461	0.00117421
Gluconacetobacter_diazotrophicus_PAl_5_uid61587	0.00116487
Moorella_thermoacetica_ATCC_39073_uid58051	0.00116458
Bacillus_licheniformis_ATCC_14580_uid58199	0.00116112
Thermosipho_melanesiensis_BI429_uid58683	0.00116054
Legionella_pneumophila_Paris_uid58211	0.00115887
Mycobacterium_bovis_BCG_Pasteur_1173P2_uid58781	0.00115833
Thermodesulfobacterium_OPB45_uid68283	0.0011568
Desulfurococcus_kamchatkensis_1221n_uid59133	0.00115399
Haliscomenobacter_hydrossis_DSM_1100_uid66777	0.001151
Thermotoga_maritima_MSB8_uid57723	0.00113699
Geobacter_M21_uid59037	0.00113581
Aeromonas_hydrophila_ATCC_7966_uid58617	0.00113548
Chlamydia_trachomatis_A_HAR_13_uid58333	0.00113281
Chlorobaculum_parvum_NCIB_8327_uid59185	0.00113073
Pseudomonas_fluorescens_SBW25_uid62971	0.00112965
Chlamydia_trachomatis_B_Jali20_OT_uid59351	0.00112738
Thiomonas_intermedia_K12_uid48825	0.00112415
Chloroherpeton_thalassium_ATCC_35110_uid59187	0.00112362
gamma_proteobacterium_HdN1_uid51635	0.00112127
Methanococcus_maripaludis_C6_uid58947	0.00111907
Bordetella_parapertussis_12822_uid57615	0.00111814
Clostridium_botulinum_BKT015925_uid66203	0.00111557
Thermaerobacter_marianensis_DSM_12885_uid61727	0.00111538
Dehalococcoides_ethenogenes_195_uid57763	0.0011151
Salmonella_enterica_serovar_Paratyphi_B_SPB7_uid59097	0.00111339
Rhodopseudomonas_palustris_HaA2_uid58439	0.00111312
Ehrlichia_ruminantium_Welgevonden_uid58243	0.0011094
Micromonospora_aurantiaca_ATCC_27029_uid42501	0.00110902
Staphylococcus_epidermidis_RP62A_uid57663	0.00110586
Salinibacter_ruber_DSM_13855_uid58513	0.00110326
Thermotoga_naphthophila_RKU_10_uid42777	0.00109667
Pelotomaculum_thermopropionicum_SI_uid58877	0.00109379
Spirochaeta_smaragdinae_DSM_11293_uid51369	0.00109013
Ferrimonas_balearica_DSM_9799_uid53371	0.00108949
Pseudomonas_syringae_phaseolicola_1448A_uid58099	0.00108684
Actinobacillus_succinogenes_130Z_uid58247	0.00108669
Candidatus_Sulcia_muelleri_DMIN_uid47075	0.0010855
Pyrobaculum_calidifontis_JCM_11548_uid58787	0.00108454
Arcobacter_butzleri_RM4018_uid58557	0.00107296
Ehrlichia_canis_Jake_uid58071	0.00107139
Desulfotomaculum_ruminis_DSM_2154_uid67507	0.00107116
Candidatus_Pelagibacter_IMCC9063_uid66305	0.00106632
Thermovirga_lienii_DSM_17291_uid77129	0.00106212
Shewanella_violacea_DSS12_uid47085	0.0010612
Bifidobacterium_dentium_Bd1_uid43091	0.00106052
Marinobacter_aquaeolei_VT8_uid59419	0.00105757
Oceanithermus_profundus_DSM_14977_uid60855	0.00105586
Bartonella_quintana_Toulouse_uid57635	0.00105487
Xanthomonas_campestris_vesicatoria_85_10_uid58321	0.00105477
Thermococcus_barophilus_MP_uid54733	0.00105425
Rhodococcus_equi_103S_uid60171	0.00105289
Hippea_maritima_DSM_10411_uid65267	0.00105263
Streptococcus_gordonii_Challis_substr__CH1_uid57667	0.00105144
Vibrio_cholerae_O1_2010EL_1786_uid78933	0.00104965
Stenotrophomonas_maltophilia_R551_3_uid58657	0.0010481
Campylobacter_curvus_525_92_uid58669	0.00104393
Thermomicrobium_roseum_DSM_5159_uid59341	0.00104031
Clostridium_botulinum_A2_Kyoto_uid59229	0.0010368
Francisella_TX077308_uid68321	0.00103671
Sulfolobus_islandicus_M_14_25_uid58849	0.00103618
Clostridium_perfringens_SM101_uid58117	0.00103276
Anaplasma_marginale_Maries_uid57629	0.00103067
Megasphaera_elsdenii_DSM_20460_uid71135	0.00102907
Methanococcus_maripaludis_C5_uid58741	0.00102465
Methanoregula_boonei_6A8_uid58815	0.00102296
Staphylococcus_aureus_JH9_uid58455	0.00102128
Pseudomonas_aeruginosa_PAO1_uid57945	0.00102077
Verminephrobacter_eiseniae_EF01_2_uid58675	0.00102047
Streptococcus_parasanguinis_ATCC_15912_uid49313	0.00101988
Sulfolobus_islandicus_Y_N_15_51_uid58825	0.0010167
Blattabacterium__Periplaneta_americana__BPLAN_uid41287	0.00101521
Candidatus_Solibacter_usitatus_Ellin6076_uid58139	0.00101492
Bacillus_amyloliquefaciens_DSM_7_uid53535	0.00101337
Bacillus_anthracis_CDC_684_uid59303	0.00101203
Isoptericola_variabilis_225_uid67501	0.0010106
Oscillibacter_valericigenes_uid73895	0.00101053
Salmonella_enterica_serovar_Paratyphi_C_RKS4594_uid59063	0.00100903
Mycoplasma_mycoides_SC_PG1_uid58031	0.00100571
Xanthomonas_axonopodis_citri_306_uid57889	0.00100147
Dehalococcoides_VS_uid42393	0.00100043
Listeria_innocua_Clip11262_uid61567	0.000996665
Bacillus_coagulans_36D1_uid54335	0.000994853
Lactobacillus_acidophilus_NCFM_uid57685	0.000994828
Sideroxydans_lithotrophicus_ES_1_uid46801	0.000994166
Pelagibacterium_halotolerans_B2_uid74393	0.000984288
Acidiphilium_cryptum_JF_5_uid58447	0.000983718
Candidatus_Blochmannia_vafer_BVAF_uid62083	0.000982396
Methanobrevibacter_smithii_ATCC_35061_uid58827	0.000981383
Treponema_succinifaciens_DSM_2489_uid65781	0.000973753
Pedobacter_heparinus_DSM_2366_uid59111	0.000973572
Psychrobacter_PRwf_1_uid58459	0.000970824
Mycoplasma_agalactiae_PG2_uid61619	0.000969528
Desulfococcus_oleovorans_Hxd3_uid58777	0.000964035
Metallosphaera_sedula_DSM_5348_uid58717	0.000959699
Marinithermus_hydrothermalis_DSM_14884_uid65783	0.00095904
Spirochaeta_thermophila_DSM_6192_uid53037	0.000956906
Cronobacter_sakazakii_ATCC_BAA_894_uid58145	0.000956499
Bacillus_atrophaeus_1942_uid59887	0.000955135
Cyanothece_PCC_8801_uid59027	0.000953121
Thermotoga_lettingae_TMO_uid58419	0.000945975
Thermobifida_fusca_YX_uid57703	0.000945878
Mycobacterium_tuberculosis_H37Ra_uid58853	0.000945293
Pseudomonas_putida_KT2440_uid57843	0.000944361
Rothia_dentocariosa_ATCC_17931_uid49331	0.000944301
Mannheimia_succiniciproducens_MBEL55E_uid58197	0.000942676
Campylobacter_jejuni_doylei_269_97_uid58671	0.000939536
Bacillus_cereus_ATCC_14579_uid57975	0.000936955
Porphyromonas_gingivalis_ATCC_33277_uid58879	0.000935317
Dickeya_zeae_Ech1591_uid59297	0.000931481
Photorhabdus_luminescens_laumondii_TTO1_uid61593	0.000927005
Streptomyces_coelicolor_A3_2__uid57801	0.000926853
Rhodopseudomonas_palustris_BisB18_uid58443	0.000926543
Clavibacter_michiganensis_NCPPB_382_uid61625	0.000923623
Alicyclobacillus_acidocaldarius_DSM_446_uid59199	0.000922303
Rhodopseudomonas_palustris_BisB5_uid58441	0.000921826
Kytococcus_sedentarius_DSM_20547_uid59071	0.0009218
Thermotoga_neapolitana_DSM_4359_uid59065	0.000921244
Yersinia_pseudotuberculosis_IP_32953_uid58157	0.000918094
Robiginitalea_biformata_HTCC2501_uid58285	0.000916827
Flexistipes_sinusarabici_DSM_4947_uid68147	0.000913457
Arthrobacter_aurescens_TC1_uid58109	0.000913064
Natronomonas_pharaonis_DSM_2160_uid58435	0.000911834
cyanobacterium_UCYN_A_uid43697	0.000911636
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis_uid57853	0.000909504
Buchnera_aphidicola_Cc__Cinara_cedri__uid58579	0.000907406
Thermococcus_gammatolerans_EJ3_uid59389	0.000906144
Comamonas_testosteroni_CNB_2_uid62961	0.000902983
Weeksella_virosa_DSM_16922_uid63627	0.000902774
Micavibrio_aeruginosavorus_ARL_13_uid73585	0.000897326
Helicobacter_pylori_B8_uid49873	0.000895024
Rickettsia_prowazekii_Madrid_E_uid61565	0.00089426
Thermotoga_petrophila_RKU_1_uid58655	0.000891399
Staphylococcus_epidermidis_ATCC_12228_uid57861	0.000890856
Sulfurihydrogenibium_YO3AOP1_uid58855	0.000889337
Staphylothermus_marinus_F1_uid58719	0.000887662
Desulfobacca_acetoxidans_DSM_11109_uid65785	0.000885891
Thermanaerovibrio_acidaminovorans_DSM_6589_uid41925	0.000884775
Desulfobulbus_propionicus_DSM_2032_uid62265	0.000882634
Thermosediminibacter_oceani_DSM_16646_uid51421	0.000882367
Desulfovibrio_magneticus_RS_1_uid59309	0.000881877
Salmonella_enterica_serovar_Typhi_CT18_uid57793	0.000881572
Pseudomonas_stutzeri_ATCC_17588___LMG_11199_uid68749	0.000880024
Desulfotomaculum_acetoxidans_DSM_771_uid59109	0.000879573
Pectobacterium_wasabiae_WPP163_uid41297	0.000876717
Methylomonas_methanica_MC09_uid67363	0.000874602
Prochlorococcus_marinus_NATL2A_uid58359	0.000872723
Teredinibacter_turnerae_T7901_uid59267	0.000872638
Escherichia_coli_S88_uid62979	0.000871245
Pseudomonas_brassicacearum_NFM421_uid66303	0.000871164
Prochlorococcus_marinus_MIT_9312_uid58357	0.000870334
Prochlorococcus_marinus_MIT_9301_uid58437	0.000869491
Enterobacter_aerogenes_KCTC_2190_uid68103	0.000860414
Bacillus_selenitireducens_MLS10_uid49513	0.000859783
Serratia_AS12_uid67315	0.000859206
Pelobacter_propionicus_DSM_2379_uid58255	0.000857183
Croceibacter_atlanticus_HTCC2559_uid49661	0.000857094
Thermus_thermophilus_HB8_uid58223	0.000857038
Listeria_monocytogenes_EGD_e_uid61583	0.000854646
Nitrosomonas_eutropha_C91_uid58363	0.000853669
Corynebacterium_glutamicum_ATCC_13032_uid61611	0.000852506
Clostridium_difficile_630_uid57679	0.000852009
Bacillus_anthracis_Ames_uid57909	0.000851774
Shigella_boydii_Sb227_uid58215	0.000851569
Lactobacillus_helveticus_DPC_4571_uid58761	0.000847699
Blattabacterium__Mastotermes_darwiniensis__MADAR_uid77127	0.000846074
Ammonifex_degensii_KC4_uid41053	0.000845691
Salinispora_tropica_CNB_440_uid58565	0.000844606
Yersinia_pestis_KIM_10_uid57875	0.000843391
Bacteroides_salanitronis_DSM_18170_uid63269	0.000842585
Brevundimonas_subvibrioides_ATCC_15264_uid42117	0.000842089
Chlamydia_trachomatis_L2b_UCH_1_proctitis_uid61635	0.000841091
Vibrio_cholerae_M66_2_uid59355	0.000839551
Caulobacter_K31_uid58551	0.000836817
Chitinophaga_pinensis_DSM_2588_uid59113	0.000836594
Mycobacterium_avium_104_uid57693	0.000836453
Caldivirga_maquilingensis_IC_167_uid58711	0.000835748
Streptococcus_salivarius_CCHSS3_uid70481	0.000835461
Escherichia_coli_O157_H7_EDL933_uid57831	0.000834126
Paenibacillus_Y412MC10_uid41127	0.000834074
Neisseria_meningitidis_053442_uid58587	0.000833366
Shewanella_denitrificans_OS217_uid58263	0.000833335
Enterobacter_asburiae_LF7a_uid72793	0.000833253
Mycoplasma_hyopneumoniae_232_uid58205	0.000831899
Pyrobaculum_arsenaticum_DSM_13514_uid58409	0.00083165
Treponema_paraluiscuniculi_Cuniculi_A_uid68447	0.000831056
Mesorhizobium_ciceri_biovar_biserrulae_WSM1271_uid62101	0.000829383
Acetobacter_pasteurianus_IFO_3283_01_uid59279	0.000829088
Methanosalsum_zhilinae_DSM_4017_uid68249	0.000827571
Lysinibacillus_sphaericus_C3_41_uid58945	0.000826925
Ureaplasma_parvum_serovar_3_ATCC_700970_uid57711	0.000826784
Listeria_monocytogenes_08_5923_uid43727	0.000824658
Pyrococcus_NA2_uid66551	0.000824577
Thermoanaerobacter_tengcongensis_MB4_uid57813	0.000821689
Clostridium_novyi_NT_uid58643	0.000817308
Parvibaculum_lavamentivorans_DS_1_uid58739	0.000817304
Streptococcus_sanguinis_SK36_uid58381	0.000814857
Heliobacterium_modesticaldum_Ice1_uid58279	0.00081433
Thermovibrio_ammonificans_HB_1_uid62095	0.000814124
Geobacillus_thermodenitrificans_NG80_2_uid58829	0.000813534
Nitratifractor_salsuginis_DSM_16511_uid62183	0.000813188
Streptococcus_pneumoniae_70585_uid59125	0.000812092
Escherichia_coli_O157_H7_Sakai_uid57781	0.000811963
Bordetella_pertussis_Tohama_I_uid57617	0.000811483
Syntrophothermus_lipocalidus_DSM_12680_uid49527	0.00080845
Borrelia_turicatae_91E135_uid58311	0.000808084
Haemophilus_influenzae_F3047_uid62097	0.000807368
Candidatus_Hamiltonella_defensa_5AT__Acyrthosiphon_pisum__uid59289	0.000805896
Ketogulonicigenium_vulgare_Y25_uid59581	0.000805754
Methanobacterium_SWAN_1_uid67359	0.000803963
Caldicellulosiruptor_owensensis_OL_uid60165	0.000803927
Methanosaeta_thermophila_PT_uid58469	0.00080391
Paenibacillus_polymyxa_SC2_uid59583	0.000802604
Frankia_CcI3_uid58397	0.000802387
Borrelia_garinii_PBi_uid58125	0.000801163
Borrelia_recurrentis_A1_uid58793	0.00080115
Buchnera_aphidicola_5A__Acyrthosiphon_pisum__uid59285	0.000801057
Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel_uid61645	0.000800091
Mycobacterium_bovis_AF2122_97_uid57695	0.000796597
Methanothermococcus_okinawensis_IH1_uid51535	0.00079577
Rahnella_Y9602_uid62715	0.000792609
Rhodoferax_ferrireducens_T118_uid58353	0.000791857
Salmonella_enterica_serovar_Typhimurium_LT2_uid57799	0.000791506
Xenorhabdus_nematophila_ATCC_19061_uid49133	0.000789948
Pirellula_staleyi_DSM_6068_uid43209	0.000788792
Dehalococcoides_CBDB1_uid58413	0.000788758
Frankia_symbiont_of_Datisca_glomerata_uid46257	0.000786078
Treponema_azotonutricium_ZAS_9_uid67365	0.000785279
Thermosphaera_aggregans_DSM_11486_uid48993	0.000784383
Actinobacillus_pleuropneumoniae_serovar_7_AP76_uid59231	0.000783722
Synechococcus_RCC307_uid61609	0.000781716
Lactobacillus_rhamnosus_GG_uid59313	0.00078171
Staphylococcus_haemolyticus_JCSC1435_uid62919	0.00077932
Streptobacillus_moniliformis_DSM_12112_uid41863	0.000778863
Bacillus_amyloliquefaciens_FZB42_uid58271	0.000778195
Francisella_novicida_U112_uid58499	0.000778077
Frankia_EAN1pec_uid58367	0.000777538
Klebsiella_pneumoniae_342_uid59145	0.000775597
Mycoplasma_pulmonis_UAB_CTIP_uid61569	0.000775471
Streptococcus_suis_ST3_uid66327	0.000774814
Aster_yellows_witches_broom_phytoplasma_AYWB_uid58297	0.000773524
Desulfurivibrio_alkaliphilus_AHT2_uid49487	0.000772926
Streptococcus_dysgalactiae_equisimilis_GGS_124_uid59103	0.000772243
Psychrobacter_arcticus_273_4_uid58021	0.000769357
Runella_slithyformis_DSM_19594_uid68317	0.000769315
Streptococcus_pneumoniae_ATCC_700669_uid59287	0.000769154
Roseiflexus_RS_1_uid58523	0.000768099
Lactobacillus_casei_ATCC_334_uid57985	0.00076663
Stackebrandtia_nassauensis_DSM_44728_uid46663	0.000766434
Bifidobacterium_adolescentis_ATCC_15703_uid58559	0.00076611
Legionella_pneumophila_Lens_uid58209	0.000766
Erysipelothrix_rhusiopathiae_Fujisawa_uid68021	0.000764758
Rickettsia_japonica_YH_uid73963	0.000764417
Synechococcus_CC9902_uid58323	0.00076245
Acaryochloris_marina_MBIC11017_uid58167	0.000761702
Shigella_sonnei_Ss046_uid58217	0.000761694
Mycoplasma_leachii_PG50_uid60849	0.00076035
Xanthomonas_campestris_8004_uid57595	0.000760314
Erwinia_pyrifoliae_Ep1_96_uid40659	0.000758588
Oceanobacillus_iheyensis_HTE831_uid57867	0.000757965
Roseobacter_litoralis_Och_149_uid54719	0.000757052
Salinibacter_ruber_M8_uid47323	0.000755648
Lacinutrix_5H_3_7_4_uid68067	0.000755295
Streptococcus_pyogenes_MGAS315_uid57911	0.00075485
Idiomarina_loihiensis_L2TR_uid58087	0.000751814
Pusillimonas_T7_7_uid66391	0.000751475
Bacillus_cereus_03BB102_uid59299	0.000751339
Petrotoga_mobilis_SJ95_uid58747	0.000751227
